graph,domain,trials,max_mean_ht_improvement_pct,best_damage_fraction,damage_levels_ge_2pct,mean_sustained_af_preferential,mean_sustained_af_random,pref_vs_random_p,pref_vs_random_rank_biserial,mean_lcc_fraction_at_best,mean_pref_over_size_ht,size_control_p_trial_level,size_control_rank_biserial,mean_pref_over_size_global_efficiency,global_eff_size_control_p_trial_level,classification
Exgentic_AgentTool,observed LLM agent/tool execution traces,30,-1.4238570593339883,0.05,0,8.655124377006887e-05,8.719855978225168e-08,0.03980790073005672,0.8666666666666667,0.9997317236753858,1.0740175853443377,1.0,-1.0,0.8203974712136091,1.0,Unsupported under strict controls
