graph,modularity,trials,selected_real_sessions,sessions_with_observed_calls,observed_tool_calls,unique_observed_tools,max_mean_improvement_pct,best_damage_pct,damage_levels_ge_2pct,total_damage_levels,mean_sustained_af_preferential,mean_sustained_af_random,pref_vs_random_p,pref_vs_random_rank_biserial,mean_lcc_fraction_at_best,mean_pref_over_size_ht,size_ht_ci95_low,size_ht_ci95_high,size_control_p,size_control_rank_biserial,mean_pref_over_size_efficiency,eff_size_ci95_low,eff_size_ci95_high,global_efficiency_size_control_p,global_efficiency_size_control_rank_biserial,strict_classification
RealPi_AgentTool,0.16849495250092456,30,1253,1130,173267,46,17.99356388508325,45.0,7,9,0.0731681406639423,0.06954284628301832,0.009264740161597729,0.4881720430107527,0.8142491467576792,1.0301306610864949,1.0265230410645838,1.033738281108406,1.0,-1.0,0.936621826406874,0.9330831875318246,0.9401604652819233,1.0,-1.0,Unsupported under strict controls
